EventKey,MatchLevel,MatchNumber,Alliiance,Alliance Index,Team Number,Team Name,Auto-L3Make,Auto-L3Miss,Auto-L2Make,Auto-L2Miss,Auto-TroughMake,Auto-TroughMiss,Auto-RemovedAlgaeMake,Auto-RemovedAlgaeMiss,Auto-ScoredProcessorMake,Auto-ScoredProcessorMiss,Auto-ScoredBargeMake,Auto-ScoredBargeMiss,Tele-Op-L4Make,Tele-Op-L4Miss,Tele-Op-L3Make,Tele-Op-L3Miss,Tele-Op-L2Make,Tele-Op-L2Miss,Tele-Op-TroughMake,Tele-Op-TroughMiss,Tele-Op-RemovedAlgaeMake,Tele-Op-RemovedAlgaeMiss,Tele-Op-ScoredProcessorMake,Tele-Op-ScoredProcessorMiss,Tele-Op-ScoredBargeMake,Tele-Op-ScoredBargeMiss,Climbing,Climb Attempt,DriverPerformance,DidTheyPLAYDefense?HowEffective?,WasDefensePlayedONThem?HowEffective?,Notes,ScouterName,ScoutedTime
2025chcmp,0,29,Red,2,1629,Garrett Coalition (GaCo),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Didn’t move at all after auto ended,Brady Perkins,Fri Apr 04 2025 18:01:19 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,29,Red,3,1111,Power Hawks Robotics,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,DJ,Fri Apr 04 2025 18:07:32 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,30,Blue,1,1885,Comet Robotics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,1,0,0,0,3,0,0,,Isaac Hassett,Fri Apr 04 2025 18:14:33 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,30,Blue,2,8622,The CyBirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Removed from field right before match start.,Aubrey Harbaugh,Fri Apr 04 2025 18:11:39 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,30,Blue,3,8592,NewtonÂ²,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,0,0,0,0,0,4,1,4,2,0,,Aidan,Fri Apr 04 2025 18:14:15 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,30,Red,1,977,Cometbots,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Something is wrong with this robot. Took a little
Long for it to realize to go play defense Then got stuck on a ball in the opponents area",Megan,Fri Apr 04 2025 18:13:50 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,30,Red,2,116,Epsilon Delta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0,4,1,4,0,0,Very good algae bot,Brady Perkins,Fri Apr 04 2025 18:14:07 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,30,Red,3,5338,ACL RoboLoCo,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,DJ,Fri Apr 04 2025 18:15:14 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,31,Blue,1,1731,Fresta Valley Robotics Club,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,3,0,1,0,0,0,1,0,4,1,3,0,0,,Isaac Hassett,Fri Apr 04 2025 18:22:53 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,31,Blue,2,10224,MAV MECHANICS (NASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,1,2,0,2,0,0,0,4,1,4,0,2,"You go, newbie!!!",Aubrey Harbaugh,Fri Apr 04 2025 18:22:38 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,31,Blue,3,422,The Mech Tech Dragons,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,4,0,0,,Aidan,Fri Apr 04 2025 18:22:30 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,31,Red,1,1086,Blue Cheese,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,5,1,0,2,0,1,0,0,0,0,1,0,0,2,0,0,Kept spitting the coral into the reef and missing,Megan,Fri Apr 04 2025 18:22:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,31,Red,2,401,Copperhead Robotics,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,6,0,2,0,0,0,4,1,3,0,0,,Brady Perkins,Fri Apr 04 2025 18:22:50 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,31,Red,3,8726,CryptoHawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,DJ,Fri Apr 04 2025 18:22:41 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,32,Blue,1,1895,Lambda Corps,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,2,,Isaac Hassett,Fri Apr 04 2025 18:30:58 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,32,Blue,2,614,Night Hawks,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,0,1,0,0,0,0,0,3,0,2,,Aubrey Harbaugh,Fri Apr 04 2025 18:30:59 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,32,Blue,3,6326,âš¡ Baltimore Bolts âš¡,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,,Aidan,Fri Apr 04 2025 18:31:21 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,32,Red,1,2186,Dogs of Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,0,Heavy defense and very rough. Even got a penalty.,Megan,Fri Apr 04 2025 18:31:16 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,32,Red,2,611,Saxons,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Disabled by defense in first 25 seconds of tele-op until last 50 seconds,Brady Perkins,Fri Apr 04 2025 18:30:57 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,32,Red,3,4821,CyberUs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,4,,DJ,Fri Apr 04 2025 18:30:45 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,33,Blue,1,2534,Lumberjack Robotics,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISABLED IN AUTO DUE TO ALGAE UNDER ELEVATOR,Isaac Hassett,Fri Apr 04 2025 18:37:01 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,33,Blue,2,339,Kilroy Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,Really hard to feed.,Aubrey Harbaugh,Fri Apr 04 2025 18:38:20 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,33,Blue,3,2106,The Junkyard Dogs,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,0,"Actuated cage, did not have time to climb",Aidan,Fri Apr 04 2025 18:38:02 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,33,Red,1,2199,Robo-Lions,0,0,0,0,0,0,1,0,0,0,0,0,3,1,5,0,0,0,0,0,2,0,0,0,2,1,4,1,3,0,0,,Megan,Fri Apr 04 2025 18:37:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,33,Red,2,5804,TORCH,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,2,1,0,0,0,0,4,1,3,0,0,,Brady Perkins,Fri Apr 04 2025 18:37:50 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,33,Red,3,6213,Team Quantum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,DJ,Fri Apr 04 2025 18:37:53 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,34,Blue,1,4541,CAVineers,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Very slow scoring coral.,Isaac Hassett,Sat Apr 05 2025 09:42:20 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,34,Blue,2,4505,McDonogh Robotics,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,,SP,Sat Apr 05 2025 09:45:17 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,34,Blue,3,3748,Ragnarok Robotics,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,2,0,0,0,0,0,4,1,3,0,0,,DJ,Sat Apr 05 2025 09:46:06 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,34,Red,1,1727,REX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,2,0,1,0,0,0,0,0,4,1,4,0,0,,Pp,Sat Apr 05 2025 09:42:10 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,34,Red,2,3359,Royal Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,Their robot seemed to not work completely,Jaxon  Spoon,Sat Apr 05 2025 09:42:47 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,35,Blue,1,620,Warbots,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,4,0,0,1,3,0,0,0,1,0,0,0,3,0,0,,Isaac Hassett,Sat Apr 05 2025 09:50:56 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,35,Blue,2,6863,Squirrels,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,2,1,1,0,0,,SP,Sat Apr 05 2025 09:52:43 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,35,Blue,2,6863,Squirrels,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,2,1,1,0,0,,SP,Sat Apr 05 2025 09:53:22 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,35,Blue,3,3373,Team RoboHawk,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,Dj,Sat Apr 05 2025 09:50:40 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,35,Red,1,4638,Jagbots,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"Good in beginning, slowed down a lot",Pp,Sat Apr 05 2025 09:50:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,35,Red,2,540,TALON 540 Godwin Robotics,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,Amazing,Jaxon  Spoon,Sat Apr 05 2025 09:50:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,36,Blue,1,449,The Blair Robot Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,3,0,0,0,0,0,4,1,4,0,0,Coral station intake that doubles as ground intake.,Isaac Hassett,Sat Apr 05 2025 09:58:28 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,36,Blue,2,5115,Knight Riders,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,,SP,Sat Apr 05 2025 09:58:20 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,36,Blue,3,888,Robotiators,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,,DJ,Sat Apr 05 2025 09:57:56 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,36,Blue,3,888,Robotiators,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,,DJ,Sat Apr 05 2025 10:34:34 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,36,Red,1,3793,CyberTitans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Slow,Pp,Sat Apr 05 2025 09:58:03 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,37,Blue,1,977,Cometbots,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,Isaac Hassett,Sat Apr 05 2025 10:06:53 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,37,Blue,2,836,The RoboBees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,broke,SP,Sat Apr 05 2025 10:08:40 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,37,Blue,3,686,Bovine Intervention,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,4,1,3,0,0,Seemed like we were having issues playing the field and going back and forth laying coral which lossed us points and couldn’t keep up with the other alliance,Megan,Sat Apr 05 2025 10:05:44 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,37,Red,1,9072,TigerBots,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,3,0,4,1,4,0,0,,Pp,Sat Apr 05 2025 10:04:52 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,37,Red,2,1629,Garrett Coalition (GaCo),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,They were fast,Jaxon  Spoon,Sat Apr 05 2025 10:05:05 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,38,Blue,1,1111,Power Hawks Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,Isaac Hassett,Sat Apr 05 2025 10:12:03 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,38,Blue,2,5338,ACL RoboLoCo,0,0,0,0,0,1,0,0,0,0,0,0,6,2,2,1,0,0,0,1,0,0,0,0,0,0,2,1,4,0,0,,SP,Sat Apr 05 2025 10:14:30 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,38,Blue,3,2890,The Hawk Collective,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,,Megan,Sat Apr 05 2025 10:11:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,38,Red,1,10224,MAV MECHANICS (NASA),0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Pp,Sat Apr 05 2025 10:11:57 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,39,Blue,1,2363,Triple Helix Robotics,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,2,,Isaac Hassett,Sat Apr 05 2025 10:19:08 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,39,Blue,2,1086,Blue Cheese,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,0,0,2,0,0,0,0,0,0,2,1,3,0,0,,SP,Sat Apr 05 2025 10:18:56 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,39,Blue,3,1895,Lambda Corps,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,3,1,3,0,0,Can make coral scores with coral in the way of the reef,Megan,Sat Apr 05 2025 10:18:30 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,39,Red,1,6213,Team Quantum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Defense only,Pp,Sat Apr 05 2025 10:18:18 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,39,Red,2,1418,Vae Victis,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,Had bad team mates all of the points were thiers,Jaxon  Spoon,Sat Apr 05 2025 10:18:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,40,Blue,1,5804,TORCH,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,0,0,0,1,0,0,0,0,0,4,1,2,0,0,,Isaac Hassett,Sat Apr 05 2025 10:24:44 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,40,Blue,2,2534,Lumberjack Robotics,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,5,2,0,0,0,0,0,0,0,0,2,1,3,0,0,,SP,Sat Apr 05 2025 10:25:21 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,40,Blue,3,3359,Royal Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,3,1,2,0,0,Tried for way too long to try to score the algae and didn’t do much,Megan,Sat Apr 05 2025 10:25:56 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,40,Red,1,401,Copperhead Robotics,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,4,0,0,,Pp,Sat Apr 05 2025 10:24:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,40,Red,2,1731,Fresta Valley Robotics Club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,They were playing defense on the wrong station and were to slow to be good,Jaxon  Spoon,Sat Apr 05 2025 10:24:11 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,41,Blue,1,2186,Dogs of Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,,Isaac Hassett,Sat Apr 05 2025 10:32:49 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,41,Blue,2,4638,Jagbots,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,,SP,Sat Apr 05 2025 10:32:46 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,41,Red,1,3373,Team RoboHawk,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,,Pp,Sat Apr 05 2025 10:32:28 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,41,Red,2,122,NASA Knights,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,Slow,Jaxon  Spoon,Sat Apr 05 2025 10:33:17 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,41,Red,3,1885,Comet Robotics,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Messed up and started to play the wrong one,Megan,Sat Apr 05 2025 10:33:12 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,42,Blue,1,8592,Newton²,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,3,1,2,0,0,0,0,0,0,0,3,0,0,,Isaac Hassett,Sat Apr 05 2025 10:40:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,42,Blue,2,888,Robotiators,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,SP,Sat Apr 05 2025 10:43:10 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,42,Blue,3,4505,McDonogh Robotics,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,,DJ,Sat Apr 05 2025 10:41:39 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,42,Red,1,6863,Squirrels,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Pp,Sat Apr 05 2025 10:41:08 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,42,Red,2,3748,Ragnarok Robotics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,2,0,0,0,0,0,4,1,4,0,0,Very versatile,Jaxon  Spoon,Sat Apr 05 2025 10:40:52 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,42,Red,3,1908,ShoreBots,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,,Megan,Sat Apr 05 2025 10:40:43 GMT-0400 (Eastern Daylight Time)
2025vaale,0,43,Blue,0,3793,(no name available),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,sdiufjsdf,SP,Sat Apr 05 2025 12:46:08 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Blue,1,8590,Cavbotics,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,7,1,0,0,4,0,0,0,0,0,0,0,3,0,0,L3 and below.,Isaac Hassett,Sat Apr 05 2025 10:47:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Blue,2,8622,The CyBirds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,SP,Sat Apr 05 2025 10:48:10 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Blue,3,5115,Knight Riders,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0,They did defense 100% of the time in Tele op,DJ,Sat Apr 05 2025 10:48:51 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Red,1,449,The Blair Robot Project,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,3,0,0,Popped an algea,Pp,Sat Apr 05 2025 10:47:51 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Red,2,1727,REX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,1,4,0,0,Very versatile,Jaxon  Spoon,Sat Apr 05 2025 10:47:40 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Red,2,1727,REX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,1,4,0,0,Very versatile,Jaxon  Spoon,Sat Apr 05 2025 10:47:50 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,43,Red,3,3136,O.R.C.A.,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,1,0,0,0,0,0,4,1,3,0,0,Spits out the coral and missed a lot. Not very controlled,Megan,Sat Apr 05 2025 10:47:42 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Blue,1,539,Titan Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,3,0,0,0,0,0,2,0,0,,Isaac Hassett,Sat Apr 05 2025 10:58:36 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Blue,2,2106,The Junkyard Dogs,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,2,0,0,0,1,0,4,1,4,0,0,"Perfect bot, does everything",SP,Sat Apr 05 2025 10:59:09 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Blue,2,2106,The Junkyard Dogs,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,2,0,0,0,1,0,4,1,4,0,0,"Perfect bot, does everything",SP,Sat Apr 05 2025 11:00:21 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Blue,3,614,Night Hawks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,It intakes coral on the ground,DJ,Sat Apr 05 2025 10:59:36 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Red,1,339,Kilroy Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Can’t intake well from coral station,Pp,Sat Apr 05 2025 10:58:38 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Red,2,620,Warbots,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,The intake had to be accurate or it would not be possible to score,Jaxon  Spoon,Sat Apr 05 2025 10:59:14 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,44,Red,3,422,The Mech Tech Dragons,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,1,1,5,0,3,0,0,0,4,1,4,0,0,Places coral onto reef with so much ease no matter what level. Very quick,Megan,Sat Apr 05 2025 10:58:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,45,Blue,1,2199,Robo-Lions,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,2,0,0,0,2,0,0,,Isaac Hassett,Sat Apr 05 2025 11:13:26 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,45,Blue,2,540,TALON 540 Godwin Robotics,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,2,1,0,0,0,0,0,0,0,0,2,1,4,0,0,,SP,Sat Apr 05 2025 11:13:31 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,45,Blue,3,611,Saxons,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,Their auto failed completely,DJ,Sat Apr 05 2025 11:14:00 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,45,Red,1,6802,Mean Caimans,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,,Pp,Sat Apr 05 2025 11:12:47 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,45,Red,2,4541,CAVineers,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,Drove very smooth,Jaxon  Spoon,Sat Apr 05 2025 11:13:17 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,45,Red,3,3793,CyberTitans,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,Megan,Sat Apr 05 2025 11:12:59 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,46,Blue,1,10224,MAV MECHANICS (NASA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,2,0,1,0,0,0,4,1,2,0,0,,Isaac Hassett,Sat Apr 05 2025 11:20:44 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,46,Blue,2,6213,Team Quantum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Seemed to breakdown during the competition.,Robert,Sat Apr 05 2025 11:21:00 GMT-0400 (Eastern Daylight Time)
